StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,acceptability,acceptability_notOk,acceptability_ok,diff,switched_context,expl_rate_1,expl_rate_2,expl_rate_3,intervention,intervention_coded_1,intervention_coded_2,intervention_coded_same,intervention_coded,intervention_diff,check_group,check_job,check_task,age,age_2_TEXT,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_3,condition
4/26/2021 22:23,4/26/2021 22:29,IP Address,68.103.170.223,100,379,TRUE,4/26/2021 22:29,R_1eCMWDSGQ9eYfi9,,,,,37.06759644,-97.03569794,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,Likely different job,Slightly satisfying,Slightly satisfying,Very satisfying,Increase the freedom to work as many or less hours as a distribution manager. ,"change job wages, value, hours, work",create more jobs or access to jobs,FALSE,"change job wages, value, hours, work",Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,30,Male,,"White, Caucasian, or European American",,High school/GED,Working class,No.,Perception of various groups and decision making,structural
4/26/2021 22:25,4/26/2021 22:30,IP Address,96.249.219.65,100,277,TRUE,4/26/2021 22:30,R_u9qaUIuIGc2b9zb,,,,,41.69189453,-73.86419678,anonymous,EN,I do consent to participate,Okay,,A little good,Somewhat different,Likely aquafruit farmer,Not at all satisfying,Somewhat satisfying,Not at all satisfying,Institute an affirmative action plan to hire Zarpies as distribution managers.,create more jobs or access to jobs,create more jobs or access to jobs,TRUE,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,54,Male,,"White, Caucasian, or European American",,Some college,Working class,No problems,I'm not sure,biological
4/26/2021 22:27,4/26/2021 22:30,IP Address,70.121.208.183,100,164,TRUE,4/26/2021 22:30,R_3PTQvT73JqlY7wo,,,,,29.54429626,-98.54989624,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,Likely aquafruit farmer,Extremely satisfying,Not at all satisfying,Not at all satisfying,"I would try to introduce the Zarpies to what the Vawns do on a daily basis and see if they're interested. I'm sure at least some Zarpies are not wholly satisfied working as farmers, so I think I could get a few Zarpies to convert to becoming managers.",change group beliefs/culture,change group beliefs/culture,TRUE,change group beliefs/culture,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,25,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,none,unsure,cultural
4/26/2021 22:23,4/26/2021 22:30,IP Address,73.18.116.223,100,440,TRUE,4/26/2021 22:30,R_33Eb8PJdIlSx9Pu,,,,,42.25230408,-83.21070099,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Somewhat different,Likely different job,Slightly satisfying,Not at all satisfying,Not at all satisfying,create a program where zarpies could have their schooling or training paid for by the government so they can become managers instead of being stuck in the field of farming.,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,42,Male,,"White, Caucasian, or European American,Hispanic or Latino/a",,High school/GED,Working class,,,cultural
4/26/2021 22:31,4/26/2021 22:31,IP Address,98.235.77.27,100,8,TRUE,4/26/2021 22:31,R_Zf7XQRibvV51y25,,,,,40.81030273,-77.88800049,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,
4/26/2021 22:23,4/26/2021 22:31,IP Address,67.185.129.220,100,493,TRUE,4/26/2021 22:31,R_W0g2U7FvkPc1x0l,,,,,47.69869995,-117.4396973,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Somewhat different,Likely different job,Not at all satisfying,Not at all satisfying,Not at all satisfying,"I would remove the complex and expensive paperwork requirements for Zarpies trying to get jobs as distribution managers. They know the aquafruit and its benefits much better, so they should be able to sell and market it in a way the Vawns can't.",create more jobs or access to jobs,create more jobs or access to jobs,TRUE,create more jobs or access to jobs,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,24,Female,,Black or African American,,Some college,Middle class,"No problems with the task, the instructions were clear and understandable.",I think it's about bias and discrimination.,structural
4/26/2021 22:30,4/26/2021 22:32,IP Address,75.82.110.65,100,142,TRUE,4/26/2021 22:32,R_40CTOM5MavvOktr,,,,,34.14129639,-118.6598969,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Somewhat different,Likely different job,Not at all satisfying,Not at all satisfying,Slightly satisfying,I would arrange for more training for distribution management be given to the zarpies,provide job training to group,provide job training to group,TRUE,provide job training to group,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,38,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,No,Inequality ,structural
4/26/2021 22:29,4/26/2021 22:35,IP Address,69.23.205.128,100,355,TRUE,4/26/2021 22:35,R_sYeuUy6NzZ6xANb,,,,,31.22009277,-85.46710205,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Equally similar and different,Likely different job,Somewhat satisfying,Slightly satisfying,Not at all satisfying,I would train and recruit the Zarpies,provide job training to group,provide job training to group,TRUE,provide job training to group,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,56,Female,,Black or African American,,"Bachelor's (B.A., B.S.)",Working class,,,biological
4/26/2021 22:29,4/26/2021 22:35,IP Address,76.238.193.200,100,376,TRUE,4/26/2021 22:35,R_tDPArmis7SDKkcV,,,,,42.81930542,-83.28450012,anonymous,EN,I do consent to participate,Okay,,Pretty good,Equally similar and different,Likely aquafruit farmer,Very satisfying,Somewhat satisfying,Not at all satisfying,"I would make sure the Zarpies had a fair opportunity to become distribution managers if that is something they would like to do. I would change any laws that stand in the way of that happening, if such laws exist.",create more jobs or access to jobs,create more jobs or access to jobs,TRUE,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,64,Female,,"White, Caucasian, or European American",,Some college,Working class,,,biological
4/26/2021 22:24,4/26/2021 22:36,IP Address,196.16.108.192,100,742,TRUE,4/26/2021 22:36,R_afplShQv5cJ6gGB,,,,,34.05439758,-118.2440033,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Very different,Likely aquafruit farmer,Very satisfying,Extremely satisfying,Somewhat satisfying,Teach Zapiers the knowledge and skills  to work as distribution mangers. Explain the benefit they would get out of it.,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,51,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,cultural
4/26/2021 22:33,4/26/2021 22:38,IP Address,67.181.161.57,100,246,TRUE,4/26/2021 22:38,R_3KpblBBjXYuCTxD,,,,,36.86129761,-119.7668991,anonymous,EN,I do consent to participate,Okay,,"Very, very good",Somewhat different,Likely aquafruit farmer,Slightly satisfying,Very satisfying,Slightly satisfying,Give the Zarpies adequate training with the ability for them to choose either a distribution manager or aquafruit farmer.,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,31,Male,,Hispanic or Latino/a,,Some college,Working class,,,biological
4/26/2021 22:26,4/26/2021 22:38,IP Address,104.172.198.93,100,678,TRUE,4/26/2021 22:38,R_2WwLKvkEZ6ByPN7,,,,,33.790802,-118.3247986,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Somewhat different,Likely different job,Slightly satisfying,Somewhat satisfying,Not at all satisfying,"Offe the job, provide training, and once ready, trust  that they will be able to make it.",provide job training to group,create more jobs or access to jobs,FALSE,create more jobs or access to jobs,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,35,Female,,South or Southeast Asian,,"Bachelor's (B.A., B.S.)",Working class,,,structural
4/26/2021 22:23,4/26/2021 22:38,IP Address,67.168.49.96,100,881,TRUE,4/26/2021 22:38,R_dpdo8LfAHlORMS5,,,,,47.69869995,-117.4396973,anonymous,EN,I do consent to participate,Okay,,A little good,Equally similar and different,For sure different job,Slightly satisfying,Not at all satisfying,Somewhat satisfying,I would encourage any Zarpie friends of mine to consider looking into becoming distribution managers if they are interested in it.,change group beliefs/culture,change group beliefs/culture,TRUE,change group beliefs/culture,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,20,Female,,"White, Caucasian, or European American",,Some college,Middle class,"I feel that we should have the option to rate ""not happy"" or ""neutral"" to the question after how okay or not okay it is that the Zarpies and Vawns often do a specific job. Personally I was completely neutral towards the Zarpies and Vawns generally working in different jobs as long as they are choosing to work that job of their own accord.",,cultural
4/26/2021 22:30,4/26/2021 22:41,IP Address,69.131.246.145,100,631,TRUE,4/26/2021 22:41,R_T0pKW7F16eRW4M1,,,,,35.35620117,-84.30680084,anonymous,EN,I do consent to participate,Okay,,A little good,Equally similar and different,Likely different job,Somewhat satisfying,Not at all satisfying,Not at all satisfying,"I would ask the Zarpies if that is what they want. If they do, then I would help train them for the job to make sure they would benefit and succeed as distribution managers.",provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,46,Female,,"White, Caucasian, or European American",,Some college,Working class,no,"It must have something to do with keeping people stuck in jobs when they are qualified for higher jobs. However, tradition and lifestyle holds them back or society/systems. I am not quite sure.",cultural
4/26/2021 22:24,4/26/2021 22:43,IP Address,76.103.131.248,100,1112,TRUE,4/26/2021 22:43,R_1Fy4lbyqgJEI9WQ,,,,,37.61959839,-122.4815979,anonymous,EN,I do consent to participate,Okay,,A little good,Somewhat different,Likely different job,Not at all satisfying,Slightly satisfying,Not at all satisfying,give them training,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,46,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,if we are born into certain social classes and should we have to stay in the class,cultural
4/26/2021 22:43,4/26/2021 22:47,IP Address,73.21.69.204,100,236,TRUE,4/26/2021 22:47,R_AHyHu5LHwURwXzX,,,,,32.0388031,-81.12190247,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Very different,Likely different job,Not at all satisfying,Slightly satisfying,Somewhat satisfying,I would make the paperwork less complicated so that it would be easier for Zarpies to get more opportunities to work as distribution managers.,create more jobs or access to jobs,create more jobs or access to jobs,TRUE,create more jobs or access to jobs,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,25,Male,,"White, Caucasian, or European American",,High school/GED,Working class,,,structural
4/26/2021 22:44,4/26/2021 22:51,IP Address,71.8.164.57,100,434,TRUE,4/26/2021 22:51,R_240LVPvug3j1NxF,,,,,46.1558075,-123.7977982,anonymous,EN,I do consent to participate,Okay,,Pretty good,Equally similar and different,Likely aquafruit farmer,Very satisfying,Slightly satisfying,Not at all satisfying,Setup classes for Zarpies to work as distribution managers,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,47,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,biological
4/26/2021 22:26,4/26/2021 22:51,IP Address,161.35.130.245,100,1495,TRUE,4/26/2021 22:51,R_1dn8snRBan89jCt,,,,,40.83639526,-74.14029694,anonymous,EN,I do consent to participate,Not okay,"Very, very bad",,Equally similar and different,Likely different job,Not at all satisfying,Not at all satisfying,Not at all satisfying,"I would first reduce the huge paperwork requirements required for the Zarpies to work in better ranks. After this, I would create a room for them to have enough education to work in better positions. ",create more jobs or access to jobs,create more jobs or access to jobs,TRUE,create more jobs or access to jobs,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,30,Male,,Black or African American,,"Bachelor's (B.A., B.S.)",Working class,"No, the task was fine.",My perception towards immigrants and their living situations.,structural
4/26/2021 22:52,4/26/2021 22:55,IP Address,68.59.117.67,100,193,TRUE,4/26/2021 22:55,R_2ARc0QX3cPQPzwz,,,,,30.77819824,-83.55190277,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Very similar,Likely different job,Not at all satisfying,Not at all satisfying,Not at all satisfying,I would create a program to train Zarpies to learn to work in distribution if they choose.,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,28,Male,,"White, Caucasian, or European American",,High school/GED,Working class,"No, I think it was fine.",About how people see group inequality and how they think changes should be made to deal with it.,cultural
4/26/2021 23:14,4/26/2021 23:18,IP Address,71.8.130.91,100,272,TRUE,4/26/2021 23:18,R_29bryNfZT6Q7dq6,,,,,46.27859497,-96.09249878,anonymous,EN,I do consent to participate,Not okay,"Very, very bad",,Very different,Likely different job,Slightly satisfying,Slightly satisfying,Slightly satisfying,I would make a law for diversity.,create more jobs or access to jobs,create more jobs or access to jobs,TRUE,create more jobs or access to jobs,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,34,Female,,"White, Caucasian, or European American,Black or African American",,Some college,Working class,,,biological
4/26/2021 23:18,4/26/2021 23:20,IP Address,98.215.102.29,100,134,TRUE,4/26/2021 23:20,R_22lgwCgmTTVu39G,,,,,40.71220398,-89.62830353,anonymous,EN,I do consent to participate,Not okay,"Very, very bad",,Equally similar and different,Likely aquafruit farmer,Somewhat satisfying,Slightly satisfying,Not at all satisfying,I would pay them more,"change job wages, value, hours, work","change job wages, value, hours, work",TRUE,"change job wages, value, hours, work",Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,28,Female,,"White, Caucasian, or European American",,Some college,Working class,none,"i dont know, thank you.",structural
4/26/2021 23:31,4/26/2021 23:35,IP Address,67.250.12.32,100,226,TRUE,4/26/2021 23:35,R_vrDNpL5zPKUi001,,,,,40.75840759,-73.79730225,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Very different,Likely different job,Not at all satisfying,Slightly satisfying,Extremely satisfying,I would reduce or eliminate the paperwork requirements for Zarpies to change jobs.,create more jobs or access to jobs,create more jobs or access to jobs,TRUE,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,44,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No confusion.,I think it is about how we feel about people being able to cross class boundaries.,structural
4/26/2021 23:33,4/26/2021 23:37,IP Address,184.167.225.85,100,232,TRUE,4/26/2021 23:37,R_3IQMsrLn7dYUNDU,,,,,45.99789429,-112.5988007,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,Likely different job,Very satisfying,Not at all satisfying,Not at all satisfying,Offer higher pay and promise of low key work. ,other,"change job wages, value, hours, work",FALSE,"change job wages, value, hours, work",Somewhat easy,"Zarpies,Vawns",Aquafruit farmer,Learning about Zarpies and answering questions about them,Please enter your age in years:,56,Female,,"White, Caucasian, or European American",,Some college,Working class,No,Not sure...,cultural
4/26/2021 23:35,4/26/2021 23:42,IP Address,72.175.20.140,100,402,TRUE,4/26/2021 23:42,R_qF8BCwSAzMP5MwF,,,,,37.9546051,-103.6643982,anonymous,EN,I do consent to participate,Not okay,"Very, very bad",,Very different,For sure different job,Somewhat satisfying,Somewhat satisfying,Slightly satisfying,Zarpies and Vamps would exchange their job roles,other,create more jobs or access to jobs,FALSE,other,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,35,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,nothing,inequality of work and wages,structural
4/26/2021 23:28,4/26/2021 23:47,IP Address,73.157.157.184,100,1110,TRUE,4/26/2021 23:47,R_31gFBKRBPsJTZ2g,,,,,45.4125061,-122.7240982,anonymous,EN,I do consent to participate,Okay,,Pretty good,Equally similar and different,Likely different job,Extremely satisfying,Extremely satisfying,Slightly satisfying,"since they have big hands, i will suggest, offloading",other,ambiguous,FALSE,other,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,none,about an hypothetic island,biological
4/26/2021 23:49,4/26/2021 23:55,IP Address,47.203.171.153,100,332,TRUE,4/26/2021 23:55,R_3FXKTyuBq2BDGdd,,,,,27.8170929,-82.62680054,anonymous,EN,I do consent to participate,Not okay,"Very, very bad",,Equally similar and different,Likely different job,Somewhat satisfying,Somewhat satisfying,Not at all satisfying,"I would switch roles. I would train Zarpies to be distribution managers and Vawns to be the aquafruit farmers. So that in the future it could be more evenly distributed as far as the work, jobs, and income distribution. ",provide job training to group,create more jobs or access to jobs,FALSE,other,Somewhat difficult,"Zarpies,Vawns",Aquafruit farmer,Learning about Zarpies and answering questions about them,Please enter your age in years:,46,Female,,"White, Caucasian, or European American",,Some college,Middle class,no problems,perception of inequality,biological
4/26/2021 23:56,4/27/2021 0:02,IP Address,97.123.77.225,100,362,TRUE,4/27/2021 0:02,R_3R8DZ9Yp5nbqoMk,,,,,35.08129883,-106.6212006,anonymous,EN,I do consent to participate,Okay,,A little good,Somewhat different,Likely different job,Very satisfying,Not at all satisfying,Slightly satisfying,"I would ask Zarpies what they would require in order to work as distribution managers. I would try to gather this data and see how the employment conditions could be altered and/or improved to try to accomodate the needs and desires of different workers, specifically to include Zarpies.",other,ambiguous,FALSE,"change job wages, value, hours, work",Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,45,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Working class,Nothing that I can think of.,Something about inequality or separate classes and how people might explain the causes of that?,cultural
4/27/2021 0:30,4/27/2021 0:34,IP Address,174.234.10.59,100,241,TRUE,4/27/2021 0:34,R_1RLoKYsxILleE5r,,,,,38.80749512,-94.91570282,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,Likely aquafruit farmer,Very satisfying,Somewhat satisfying,Somewhat satisfying,"I would first ask some of the Zarpies if they would like the opportunity to move to distribution managers, and if they say yes, then I would begin to train them on what they need to know in order to land that job. ",provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,25,Female,,"White, Caucasian, or European American",,Some college,Middle class,,,structural
4/27/2021 0:30,4/27/2021 0:38,IP Address,92.38.148.73,100,455,TRUE,4/27/2021 0:38,R_3FUMDZDEs03okab,,,,,37.39309692,-121.9620056,anonymous,EN,I do consent to participate,Okay,,A little good,Somewhat different,Likely aquafruit farmer,Somewhat satisfying,Very satisfying,Slightly satisfying,I would try to persuade Zarpies to work as distribution manager by informing them of the advantages of that position such as working as a distribution manager is a low risk job relative to aquafruit farmers.,change group beliefs/culture,change group beliefs/culture,TRUE,change group beliefs/culture,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,36,Female,,East Asian,,"Master's (M.A., M.S.)",Middle class,No,I have no idea,biological
4/27/2021 0:07,4/27/2021 1:48,IP Address,72.192.184.206,100,6066,TRUE,4/27/2021 1:48,R_zZvciLEqyxSy1jz,,,,,33.24209595,-117.3045044,anonymous,EN,I do consent to participate,Okay,,"Very, very good",Equally similar and different,For sure aquafruit farmer,Extremely satisfying,Extremely satisfying,Not at all satisfying,i will explain how low risky to work as distribution managers,change group beliefs/culture,change group beliefs/culture,TRUE,change group beliefs/culture,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,34,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,none,how we think about the same creatures of different occupation,cultural
4/27/2021 2:57,4/27/2021 3:14,IP Address,207.244.71.79,100,1037,TRUE,4/27/2021 3:14,R_6zksWFSutQ2QdVL,,,,,37.75100708,-97.8219986,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,For sure different job,Extremely satisfying,Somewhat satisfying,Slightly satisfying,create education programs to teach them how to work as distribution managers,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,31,Female,,Black or African American,,"Bachelor's (B.A., B.S.)",Middle class,no,how easy people learn new information,cultural
4/27/2021 3:18,4/27/2021 3:22,IP Address,72.240.219.192,100,263,TRUE,4/27/2021 3:22,R_10OgNcBqA2n0nnO,,,,,41.37680054,-82.53630066,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Equally similar and different,Likely different job,Slightly satisfying,Slightly satisfying,Not at all satisfying,Make the tests and paperwork less of an obstacle.,create more jobs or access to jobs,create more jobs or access to jobs,TRUE,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns",Aquafruit farmer,Learning about Zarpies and answering questions about them,Please enter your age in years:,35,Male,,"White, Caucasian, or European American",,Some college,Poor,,Racially-based hiring methods.,structural
4/27/2021 4:04,4/27/2021 4:09,IP Address,181.214.102.145,100,321,TRUE,4/27/2021 4:09,R_2c7vpe6NypGW4dE,,,,,41.84829712,-87.65170288,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,Likely different job,Somewhat satisfying,Somewhat satisfying,Somewhat satisfying,I would get more Zarpies trained ,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,29,Male,,Black or African American,,"Bachelor's (B.A., B.S.)",Working class,,,biological
4/27/2021 4:25,4/27/2021 4:25,IP Address,68.200.0.97,100,5,TRUE,4/27/2021 4:25,R_1OGOl1ZnlLF40HG,,,,,28.8348999,-82.32610321,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
4/27/2021 4:21,4/27/2021 4:26,IP Address,107.5.172.183,100,261,TRUE,4/27/2021 4:26,R_VLviRkbn8SQXxAd,,,,,42.91329956,-85.8144989,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Somewhat different,Likely different job,Not at all satisfying,Not at all satisfying,Not at all satisfying,Train the Zarpies on the requirements of being distribution managers.,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,70,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,structural
4/27/2021 4:22,4/27/2021 4:26,IP Address,68.14.30.35,100,212,TRUE,4/27/2021 4:26,R_C1rYmMBJo0Ljqdb,,,,,41.96090698,-72.79570007,anonymous,EN,I do consent to participate,Okay,,Pretty good,Somewhat different,Likely aquafruit farmer,Very satisfying,Very satisfying,Slightly satisfying,I would offer them more pay than they make off the aquafruit farming.,"change job wages, value, hours, work","change job wages, value, hours, work",TRUE,"change job wages, value, hours, work",Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,41,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,No problems,No clue,biological
4/27/2021 4:22,4/27/2021 4:26,IP Address,73.119.248.194,100,269,TRUE,4/27/2021 4:26,R_3Gxfcj0PUSbz725,,,,,43.01100159,-71.45709991,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Equally similar and different,Likely different job,Slightly satisfying,Not at all satisfying,Slightly satisfying,I would educate Zarpies about how they could be trailblazers for future generations if more of them became distribution managers. I would emphasize that they can remain true to their traditions while still opening up more opportunities to their children and their future people.,change group beliefs/culture,change group beliefs/culture,TRUE,change group beliefs/culture,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,38,Female,,"White, Caucasian, or European American",,Some college,Middle class,No,I'm not sure.,cultural
4/27/2021 4:25,4/27/2021 4:30,IP Address,68.198.160.172,100,268,TRUE,4/27/2021 4:30,R_3ffrY89HO7DvEfY,,,,,40.87849426,-72.95379639,anonymous,EN,I do consent to participate,Okay,,Pretty good,Equally similar and different,Likely different job,Very satisfying,Somewhat satisfying,Not at all satisfying,add incentives and make distribution managers role attractive,"change job wages, value, hours, work","change job wages, value, hours, work",TRUE,"change job wages, value, hours, work",Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,28,Female,,"White, Caucasian, or European American,Black or African American",,"Bachelor's (B.A., B.S.)",Middle class,,,cultural
4/27/2021 4:28,4/27/2021 4:31,IP Address,69.84.110.147,100,213,TRUE,4/27/2021 4:31,R_85G9Mklz2vMrcoF,,,,,25.94419861,-80.14060211,anonymous,EN,I do consent to participate,Okay,,A little good,Very different,Likely aquafruit farmer,Not at all satisfying,Slightly satisfying,Slightly satisfying,I would convince them that it is a much safer job. ,change group beliefs/culture,change group beliefs/culture,TRUE,change group beliefs/culture,Very easy,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,23,Female,,"White, Caucasian, or European American",,Some college,Middle class,No,I don't know.,biological
4/27/2021 4:37,4/27/2021 4:41,IP Address,172.73.201.221,100,233,TRUE,4/27/2021 4:41,R_26mCuREc7LDrDqp,,,,,35.30839539,-81.02559662,anonymous,EN,I do consent to participate,Not okay,Pretty bad,,Very different,Likely different job,Slightly satisfying,Slightly satisfying,Not at all satisfying,I would offer them free training to become managers. ,provide job training to group,provide job training to group,TRUE,provide job training to group,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,33,Female,,"White, Caucasian, or European American",,Some college,Working class,no,how we view people of different working classes,structural
4/27/2021 5:12,4/27/2021 5:17,IP Address,184.61.239.25,100,275,TRUE,4/27/2021 5:17,R_pMnfuNd6lL05gsN,,,,,42.82350159,-84.23300171,anonymous,EN,I do consent to participate,Okay,,A little good,Very different,Likely aquafruit farmer,Very satisfying,Slightly satisfying,Not at all satisfying,make accomodations that would make them feel more comfortable being a distribution manager. ,change group beliefs/culture,"change job wages, value, hours, work",FALSE,"change job wages, value, hours, work",Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Distribution manager",Learning about Zarpies and answering questions about them,Please enter your age in years:,38,Female,,"White, Caucasian, or European American",,Some college,Working class,no issues,not sure,biological
