StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,possibility_change_y,possibility_change_n,normativity_fc,normativity_notOkay,normativity_okay,switched_context_fc,switched_context_1,switched_context_2,intervention,intervention_diff,check_normativity,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
2020-11-13 19:42:23,2020-11-13 19:46:09,IP Address,172.58.21.155,100,225,True,2020-11-13 19:46:09,R_1gIrSKGCtOfGX06,,,,,34.006805419921875,-118.2559967041015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,Move the Zarpies to a region where okinberrie grow.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Male,,South or Southeast Asian,,"Bachelor's (B.A., B.S.)",Working class,,,,structural
2020-11-13 19:46:04,2020-11-13 19:46:19,IP Address,97.124.62.255,100,14,True,2020-11-13 19:46:19,R_3s1uQjPReAOJS9i,,,,,33.47430419921875,-112.194000244140625,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13 19:40:55,2020-11-13 19:46:36,IP Address,107.2.7.225,100,340,True,2020-11-13 19:46:38,R_3JnkBrmOLsNaslZ,,,,,32.3383026123046875,-111.045501708984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,he should go to the other side of the planet to eat okinberries.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Female,,South or Southeast Asian,,High school/GED,Poor,,,,structural
2020-11-13 19:40:22,2020-11-13 19:46:39,IP Address,71.239.223.27,100,377,True,2020-11-13 19:46:40,R_29UFiAdtVBCTodz,,,,,41.4781951904296875,-87.68329620361328125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,"Let them try it, they just might like it.",Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Female,,Black or African American,,Some college,Working class,I was just a little confused between the two foods that both sides of the planet's eat.,Make the food a little easier to remember.,Giving advice about a new children's story.,internalist_biological
2020-11-13 19:43:41,2020-11-13 19:46:49,IP Address,162.231.57.35,100,187,True,2020-11-13 19:46:49,R_2S8p36mSvm5TLbo,,,,,32.7404937744140625,-117.09349822998046875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would probably buy them a bottle of probiotics or digestive enzymes so they can eat the okinberries.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,None thanks,None thanks,"Our views on right and wrong. ",internalist_biological
2020-11-13 19:38:46,2020-11-13 19:47:00,IP Address,50.25.101.87,100,494,True,2020-11-13 19:47:01,R_2Qn9WU2RN5M9Yui,,,,,35.20660400390625,-77.658203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would clean and prepare them different ways to see if that would make it better for them,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Male,,Black or African American,,Some college,Middle class,n/a,n/a,,internalist_biological
2020-11-13 19:36:17,2020-11-13 19:47:11,IP Address,47.218.92.80,100,653,True,2020-11-13 19:47:11,R_9viSxywiar0yEnL,,,,,30.5478057861328125,-96.2714996337890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,Some medication that would help them tolerate okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Female,,Hispanic or Latino/a,,"Bachelor's (B.A., B.S.)",Poor,,,I'm not sure,internalist_biological
2020-11-13 19:43:40,2020-11-13 19:47:15,IP Address,45.51.240.246,100,214,True,2020-11-13 19:47:15,R_12mtj6VvkohYxqX,,,,,34.6038055419921875,-118.22949981689453125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,make a medicine to help his stomach,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,57,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,no,not sure,internalist_biological
2020-11-13 19:41:09,2020-11-13 19:47:15,IP Address,65.189.197.196,100,365,True,2020-11-13 19:47:15,R_2BmTkZRaeB6bdYf,,,,,40.1833953857421875,-83.0912017822265625,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",Yes,For sure yes,,Okay,,A little good,"
Okinberries",Maybe okinberries,,Create a new recipe so okinberries taste like pogoberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,I got confused about which one lived on which side of the planet and which ones preferred which berries.,"If the intent is to be clear on which one eats which food, it may be a good idea to add a question to clarify understanding and point out the correct answer before proceeding.",I believe the study is about social classes.,internalist_cultural
2020-11-13 19:44:25,2020-11-13 19:47:15,IP Address,174.60.36.200,100,170,True,2020-11-13 19:47:16,R_bHltNkQe9gEiDaV,,,,,40.3885955810546875,-75.92859649658203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,Give him a medicine to prevent a problem.,Somewhat easy,Should not,"Zarpies,Hibbles","Pogoberries,Okinberries,Junpaberries,Hilaberries",Learning about Zarpies and answering questions about them,46,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,no,thinking about characteristics of groups,internalist_biological
2020-11-13 19:39:43,2020-11-13 19:47:20,IP Address,108.12.250.204,100,457,True,2020-11-13 19:47:21,R_3jfx58aKHlOekLg,,,,,41.82330322265625,-71.44100189208984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,Chamge the color so they resemble the other,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Female,,"White, Caucasian, or European American",,High school/GED,Working class,,Maybe a little to advance for young children to do with out assistance-,,internalist_cultural
2020-11-13 19:43:11,2020-11-13 19:47:36,IP Address,73.51.124.195,100,265,True,2020-11-13 19:47:36,R_rqYbPK4qh66GcE1,,,,,41.5680999755859375,-87.174896240234375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,Reassure them that it is not bad luck to eat them.,Somewhat difficult,Should not,"Vawns,Hibbles","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,50,Male,,"White, Caucasian, or European American",,Some college,Middle class,,,,internalist_cultural
2020-11-13 19:41:48,2020-11-13 19:47:40,IP Address,73.40.197.2,100,351,True,2020-11-13 19:47:41,R_3kLG7XrCoQ8NQbs,,,,,40.4322052001953125,-80.1020965576171875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Find a medicine that would allow them to eat okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Female,,"White, Caucasian, or European American",,Some college,Working class,No,No,Not sure,internalist_biological
2020-11-13 19:38:17,2020-11-13 19:47:46,IP Address,207.119.224.7,100,568,True,2020-11-13 19:47:48,R_3DwGinA87dpqBPL,,,,,38.8040008544921875,-90.85340118408203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would give them a magical time and special powers so its safe for them to eat okinberries for a little while,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,55,Female,,"White, Caucasian, or European American",,High school/GED,Working class,no,,to get ideas for a children's book,internalist_biological
2020-11-13 19:39:34,2020-11-13 19:47:51,IP Address,71.229.246.172,100,497,True,2020-11-13 19:47:52,R_1IRe0QztIoD2kT8,,,,,39.7501068115234375,-104.995697021484375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"

Pogoberries",,Maybe pogoberries,Cook them in such a way that they resemble the way that pogoberries as much as possible so as not to upset their digestion.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,"No, it seemed quite straight forward.","Depending on their age, I'm not sure if kids can really grasp what a failed harvest can mean, so maybe try out a different scenario that would require substituting the regular berries.",Whether people would consider it to be OK to be outside of what is considered 'typical' for a given fictional group of beings.,structural
2020-11-13 19:39:30,2020-11-13 19:48:17,IP Address,172.58.38.223,100,526,True,2020-11-13 19:48:17,R_2CZBpuwX2q8LqsC,,,,,38.5879058837890625,-121.405303955078125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Color and shape the okinberries so they look like pogaberries.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Female,,South or Southeast Asian,,"Bachelor's (B.A., B.S.)",Working class,No,,How people process information,internalist_cultural
2020-11-13 19:41:42,2020-11-13 19:48:39,IP Address,68.111.136.73,100,416,True,2020-11-13 19:48:39,R_3suJemGwT4vfCjQ,,,,,33.1365966796875,-117.06109619140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,"Try to teach them that bad luck does not really happen to beings that eat okinberries, perhaps by citing the example of the zarpie that ate okinberries",Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,No problems,No suggestions,Perhaps it was investigating how people interpret social mores regarding bad luck and superstitions,internalist_cultural
2020-11-13 19:38:09,2020-11-13 19:49:15,IP Address,73.150.129.224,100,666,True,2020-11-13 19:49:16,R_DMsuTYM82M9uGaZ,,,,,39.6156005859375,-75.04090118408203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Give examples of good luck that occurred while eating okinberries.,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,55,Male,,"White, Caucasian, or European American",,"Doctoral (Ph.D., J.D., M.D.)",Middle class,"We knew okinberries were supposed to bring bad luck to the Zarpies, but the questions about whether they could or couldn't eat them could have used more context.","Here again, the part about whether Zarpies could eat okinberries could have benefitted from context - (i.e., is bad luck dispositive as to whether they ""can"" eat them, etc.).","Maybe the whole point was about discernment in reading comprehension and, therefore, you were vague about whether the Zarpies ""could"" eat the okinberries.",internalist_cultural
2020-11-13 19:45:23,2020-11-13 19:49:21,IP Address,67.162.161.167,100,238,True,2020-11-13 19:49:22,R_3niPeo8cCzEeHa8,,,,,28.800994873046875,-81.73400115966796875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I'm not sure,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,Black or African American,,Some college,Working class,,,,internalist_biological
2020-11-13 19:40:12,2020-11-13 19:49:28,IP Address,107.77.222.203,100,555,True,2020-11-13 19:49:28,R_brV4tOgjEkK69LX,,,,,29.7953033447265625,-95.49680328369140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"
Okinberries",For sure okinberries,,I would create a medicine to make it heal,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American,Native American, American Indian, or Alaska Native",,"Bachelor's (B.A., B.S.)",Affluent,No,No,Children’s lessons,structural
2020-11-13 19:39:49,2020-11-13 19:49:44,IP Address,72.200.125.45,100,595,True,2020-11-13 19:49:45,R_XL0nnPp6IvBH4yd,,,,,32.246002197265625,-110.91770172119140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,convince them that okinberries are just as good,Somewhat difficult,Should,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,"Prefer to self-describe, please specify:",agender,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Poor,"it was confusing if the varkies inability to eat okinberries was a choice or a dietary necessity ",it was definitely interesting,"choice and limitations ",internalist_cultural
2020-11-13 19:37:05,2020-11-13 19:49:45,IP Address,173.92.244.155,100,759,True,2020-11-13 19:49:45,R_1PXaNJTFbkOi5yY,,,,,35.2071990966796875,-80.9568023681640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,eat them slow and build up over the days,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,Some college,Middle class,none. good logic for learning,allow going back a page,logic and interpretation,internalist_biological
2020-11-13 19:45:33,2020-11-13 19:50:03,IP Address,69.114.117.204,100,269,True,2020-11-13 19:50:04,R_1f6CAuR5oHpwAES,,,,,40.6179046630859375,-73.98560333251953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",For sure okinberries,,I would make okinberries grow where Zarpies stay.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Working class,,,,structural
2020-11-13 19:46:28,2020-11-13 19:50:14,IP Address,99.135.45.101,100,225,True,2020-11-13 19:50:14,R_23f7Gn6imSIFc1C,,,,,25.69580078125,-80.36260223388671875,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Zarpies",Yes,Maybe yes,,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,I would give the Zarpies okinberries.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Female,,"White, Caucasian, or European American,Hispanic or Latino/a",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
2020-11-13 19:43:34,2020-11-13 19:50:25,IP Address,24.140.51.248,100,410,True,2020-11-13 19:50:25,R_vHSuxluGf3vRl1T,,,,,40.8115997314453125,-81.4972991943359375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,Let them move on the other side of the planet.,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,69,Female,,"White, Caucasian, or European American",,Less than high school,Poor,no,no,If the material is good for kids.,structural
2020-11-13 19:47:31,2020-11-13 19:50:36,IP Address,73.67.133.254,100,185,True,2020-11-13 19:50:37,R_2YKaJluT2jMjH2E,,,,,45.5032958984375,-122.7743988037109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,Convince them that okinberries won't give them bad luck.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,,,,internalist_cultural
2020-11-13 19:47:41,2020-11-13 19:50:55,IP Address,24.192.185.69,100,193,True,2020-11-13 19:50:55,R_TdxRK8y2mKJKclb,,,,,42.5137939453125,-82.93959808349609375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,"Make it so that the Zarpies can eat okinberries with no consequence ",Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,,,,internalist_biological
2020-11-13 19:41:46,2020-11-13 19:51:35,IP Address,72.226.31.11,100,589,True,2020-11-13 19:51:37,R_1cTaBJtDZQPUtle,,,,,40.7465057373046875,-73.90899658203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,"Create a trade agreement with the Vawns to supply okinberries for the season,",Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,"I felt like i didn't have enough information to make clear choices. Are there dietary reasons they couldn't eat the berries other than location? ",,"How people interpret information? ",structural
2020-11-13 19:44:32,2020-11-13 19:52:00,IP Address,107.77.219.199,100,447,True,2020-11-13 19:52:00,R_3PHOOUENkyOezXm,,,,,30.2422943115234375,-97.7671966552734375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",Maybe okinberries,,Clear their minds of their preconceived notions that they should not eat okinberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,53,Female,,"White, Caucasian, or European American",,Some college,Working class,,,,internalist_cultural
2020-11-13 19:44:40,2020-11-13 19:52:01,IP Address,24.163.19.57,100,440,True,2020-11-13 19:52:02,R_1N91SojVwZs30Wv,,,,,36.0330047607421875,-80.3916015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,I would slowly introduce it into their diet and let them get used to it over time until we know it is edible for them and they can get accustomed to eating okinberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,No,How we interpret things not okay for the alien species.,internalist_cultural
2020-11-13 19:37:03,2020-11-13 19:52:09,IP Address,209.169.109.185,100,905,True,2020-11-13 19:52:10,R_3EgRK3yKOxnDBsG,,,,,30.35870361328125,-95.685699462890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,"make them edible to them ",Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American,Hispanic or Latino/a",,"Bachelor's (B.A., B.S.)",Middle class,No,No,Unsure,internalist_biological
2020-11-13 19:52:20,2020-11-13 19:52:28,IP Address,73.167.138.231,100,8,True,2020-11-13 19:52:28,R_2VrIIhSOYJlIv48,,,,,43.617095947265625,-72.96360015869140625,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13 19:49:06,2020-11-13 19:52:45,IP Address,24.94.14.239,100,219,True,2020-11-13 19:52:46,R_1QsbRV7QQwyS3EQ,,,,,32.679901123046875,-117.1708984375,anonymous,EN,I do consent to participate,No,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,I would make okinberries be not unlucky to zarpies.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,"Hispanic or Latino/a,Middle Eastern or North African,South or Southeast Asian",,Some college,Working class,nope,nope,Associations between groups and what they can and cant do.,internalist_cultural
2020-11-13 19:51:11,2020-11-13 19:53:54,IP Address,173.168.137.55,100,163,True,2020-11-13 19:53:55,R_1kG2zhwTnHlNz6j,,,,,28.0406036376953125,-82.39510345458984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,"I would grow them in another place. ",Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,18,Female,,"White, Caucasian, or European American",,High school/GED,Poor,,,,structural
2020-11-13 19:39:58,2020-11-13 19:54:43,IP Address,100.35.220.248,100,884,True,2020-11-13 19:54:43,R_vizEfJFpXy9enAZ,,,,,40.7053070068359375,-74.08660125732421875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,Have a sort of thanksgiving festival where Zarpies and Vawns meet peacefully and Vawns introduce them to okinberries which they all begin eating and enjoying,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
2020-11-13 19:41:00,2020-11-13 19:55:04,IP Address,67.189.50.183,100,843,True,2020-11-13 19:55:04,R_3iqgc8HIrcFkKms,,,,,45.480499267578125,-122.63629913330078125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,Steal okinberries from the other side of the planet.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
2020-11-13 19:47:41,2020-11-13 19:55:51,IP Address,136.55.168.92,100,490,True,2020-11-13 19:55:52,R_10x5yWvWWVCVW4B,,,,,33.8018951416015625,-84.38610076904296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,explain to them that eating them is not bad luck,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,"White, Caucasian, or European American",,Some college,Working class,,,,internalist_cultural
2020-11-13 19:56:04,2020-11-13 19:57:58,IP Address,209.160.254.203,100,113,True,2020-11-13 19:57:58,R_27xGOztBzot93kM,,,,,33.9387969970703125,-117.4160003662109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,In need to survive!,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,22,Female,,East Asian,,"Master's (M.A., M.S.)",Middle class,,,,structural
2020-11-13 19:53:49,2020-11-13 19:58:46,IP Address,172.58.172.126,100,297,True,2020-11-13 19:58:48,R_qVjTX2ThDl0YV7r,,,,,28.57879638671875,-81.43959808349609375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,I would tell the Zarpies that okinberries bring luck. Maybe they will eat the okinberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Male,,"White, Caucasian, or European American",,High school/GED,Working class,none,no,using this in the future for kids.,internalist_cultural
2020-11-13 19:55:29,2020-11-13 19:59:10,IP Address,68.224.240.118,100,221,True,2020-11-13 19:59:10,R_12RYhTm4RNnufrI,,,,,36.270904541015625,-115.279998779296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,Make sure they don't eat too many,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,n/a,no idea,internalist_biological
2020-11-13 19:55:26,2020-11-13 19:59:18,IP Address,64.139.231.134,100,231,True,2020-11-13 19:59:18,R_2rGbljAaPsaL2QT,,,,,37.34759521484375,-119.6448974609375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,I would make the okinberries available to the Zarpies.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,Some college,Working class,,,,structural
2020-11-13 19:54:59,2020-11-13 19:59:24,IP Address,72.187.182.21,100,265,True,2020-11-13 19:59:25,R_1H8bwqYxmgwGFO1,,,,,27.9611053466796875,-81.93979644775390625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,convince that its okay to eat other berries.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Female,,Hispanic or Latino/a,,High school/GED,Working class,,,,internalist_cultural
2020-11-13 19:55:27,2020-11-13 19:59:49,IP Address,68.61.221.147,100,261,True,2020-11-13 19:59:49,R_1richqLJZfgthAG,,,,,43.02130126953125,-85.6063995361328125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,I would make it good luck for them to eat any berry.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_cultural
2020-11-13 19:55:55,2020-11-13 20:00:28,IP Address,72.92.48.152,100,272,True,2020-11-13 20:00:28,R_25MgNdJCUSjemFz,,,,,40.1808929443359375,-75.21559906005859375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,"Try to make them edible, not sure how that can be achieved. ",Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,Some college,Working class,N/A,N/A,I really don't know because the questions were designed for kids.,internalist_biological
