StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,normativity_fc,normativity_notOkay,normativity_okay,intervention,intervention_coded,intervention_diff,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
10/12/2020 11:18,10/12/2020 11:24,IP Address,71.84.150.235,100,342,TRUE,10/12/2020 11:24,R_1hSbRLUbl4Id1AS,,,,,32.88760376,-97.21320343,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,i would make a vaccine against the ill effects zarpies experience from eating okinberries,modify Zarpies biology,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_biological
10/12/2020 11:14,10/12/2020 11:24,IP Address,162.210.195.172,100,621,TRUE,10/12/2020 11:24,R_UG9zCrvvKGCg7bb,,,,,38.90339661,-76.98819733,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,"I would probably make research on what could make the okinberries tatse like pogoberry, so that the Zarpies would be able to eat it ",modify okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,45,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,Understanding individual cognitive process underlying language and social categorization,internalist_cultural
10/12/2020 11:23,10/12/2020 11:27,IP Address,174.215.144.235,100,192,TRUE,10/12/2020 11:27,R_2BxsVwRfQMpvdRC,,,,,33.72239685,-84.52050018,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,A little bad,,They need to make friends with the vawns and ask if it's ok to eat okinberries. ,modify Zarpies beliefs/culture,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Female,,White/European American,,High school/GED,High school/GED,None,None,None,internalist_cultural
10/12/2020 11:24,10/12/2020 11:27,IP Address,173.23.142.169,100,229,TRUE,10/12/2020 11:27,R_1H43vOieG4mHj8J,,,,,39.4848938,-88.18049622,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,Pretty good,Make sure they aren't allergic to them.,modify Zarpies biology,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,52,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no problems,nothing I can think of,interpersonal relationships for children??,structural
10/12/2020 11:22,10/12/2020 11:29,IP Address,47.16.153.114,100,399,TRUE,10/12/2020 11:29,R_6hPfXjCspmBGOWt,,,,,40.8822937,-74.21520233,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,I would have the Zarpies travel to where the okinberries are to resupply their food stores.,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,structural
10/12/2020 11:32,10/12/2020 11:33,IP Address,73.253.75.176,100,95,TRUE,10/12/2020 11:33,R_yIo0Z6XI9INnWmt,,,,,42.45669556,-71.37470245,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I would make a medication that allows them to eat okinberries without any ill effects.,modify Zarpies biology,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_biological
10/12/2020 11:34,10/12/2020 11:37,IP Address,73.153.191.15,100,191,TRUE,10/12/2020 11:37,R_sRMIV6bLCCPLq0h,,,,,39.71279907,-105.0952988,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,ship the okinberries to their part of the planet,acquire okinberries,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,n/a,n/a,I don't know.,structural
10/12/2020 11:33,10/12/2020 11:37,IP Address,73.144.24.143,100,225,TRUE,10/12/2020 11:37,R_1jjLxs5sfdEY5hb,,,,,42.42480469,-83.19509888,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Create medicine that will cure the Zarpies if they get sick.,modify Zarpies biology,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,Black/African American,,High school/GED,High school/GED,,,,internalist_biological
10/12/2020 10:18,10/12/2020 11:37,IP Address,73.140.38.58,100,4780,TRUE,10/12/2020 11:37,R_3QVlOs9tLqXGMud,,,,,47.62980652,-117.3988953,anonymous,EN,I do consent to participate,Yes,No,Not okay,Not okay,"

Vawns",For sure no,Okay,,A little good,I would eat the okinberries in front of the Zarpies to show them they are fine to eat.,modify Zarpies beliefs/culture,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,"White/European American,Asian/Asian American",,Some college,Less than high school,,,How we perceive taboos amongst cultures?,internalist_cultural
10/12/2020 11:35,10/12/2020 11:39,IP Address,66.44.33.169,100,233,TRUE,10/12/2020 11:39,R_3kdqfM19T739zaV,,,,,38.93919373,-77.05840302,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would dye the okinberries blue,modify okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,White/European American,,"Master's (M.A., M.S.)",Some college,,,,internalist_cultural
10/12/2020 11:49,10/12/2020 11:51,IP Address,128.92.70.35,100,136,TRUE,10/12/2020 11:51,R_d5TJ0mSejdFirVn,,,,,34.89500427,-81.92040253,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would change their biology such that they could eat them,modify Zarpies biology,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_biological
10/12/2020 11:49,10/12/2020 11:52,IP Address,198.176.247.51,100,142,TRUE,10/12/2020 11:52,R_YS3kNbHl5ZNrqvL,,,,,39.03970337,-94.59359741,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",Maybe yes,Okay,,A little good,trade with Vawns,acquire okinberries,Somewhat difficult,"Zarpies,Vawns",Okinberries,Learning about Zarpies and answering questions about them,26,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no,no,,structural
10/12/2020 12:00,10/12/2020 12:00,IP Address,205.178.67.43,100,3,TRUE,10/12/2020 12:00,R_2c7bdbkM6wqXc8y,,,,,41.90319824,-87.63829803,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020 12:02,10/12/2020 12:05,IP Address,107.4.50.69,100,226,TRUE,10/12/2020 12:05,R_9zsjQ3LRJx95btT,,,,,42.76860046,-86.11699677,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,"They will need to travel in order to obtain them, so I'd give them a means of transportation.",acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,There were no issues.,I can't think of anything to improve it.,Trying to see if we think the creatures can eat different food than they are accustomed to.,structural
10/12/2020 12:01,10/12/2020 12:06,IP Address,72.181.188.194,100,252,TRUE,10/12/2020 12:06,R_so5W3fFpOWs2TO9,,,,,32.91499329,-96.67510223,anonymous,EN,I do consent to participate,No,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I will make them understand that berry is berry,modify Zarpies beliefs/culture,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,White/European American,,"Master's (M.A., M.S.)",Some college,None,Everything looks good,How we relate or view narrations,internalist_cultural
10/12/2020 12:08,10/12/2020 12:10,IP Address,169.231.120.167,100,129,TRUE,10/12/2020 12:10,R_2TL7nTZaOjjcg53,,,,,34.42160034,-119.7068024,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Economic trade,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_biological
10/12/2020 9:39,10/12/2020 12:14,IP Address,191.101.170.27,100,9316,TRUE,10/12/2020 12:14,R_28FIviSk2MP4YyN,,,,,29.80999756,-95.56079865,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,"Very, very good",Buy okinberries from varps,acquire okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",Some college,No.,No.,Comprehension,structural
10/12/2020 12:18,10/12/2020 12:20,IP Address,71.195.197.213,100,123,TRUE,10/12/2020 12:20,R_24Iqnj1LMakT71S,,,,,41.08639526,-112.0450974,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,tell them berries aren't lucky or unlucky.,modify Zarpies beliefs/culture,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,21,Male,,White/European American,,High school/GED,Some college,,,,internalist_cultural
10/12/2020 12:22,10/12/2020 12:26,IP Address,216.254.241.72,100,204,TRUE,10/12/2020 12:26,R_RJoRaSpsfasIOAh,,,,,43.52290344,-96.78600311,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,A little good,Make then grow where they live.,acquire okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Female,,White/European American,,High school/GED,Some college,No.,I wasn't sure if it was implied the berries could be bad for the opposite alien.,How children answer questions of what's okay or possible or not. ,structural
10/12/2020 12:42,10/12/2020 12:45,IP Address,107.77.199.23,100,171,TRUE,10/12/2020 12:45,R_1mIQ15WEFINi504,,,,,32.93789673,-96.83840179,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,some sort of medicine that would make it to where they can eat the okinberries,modify Zarpies biology,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_biological
10/12/2020 12:54,10/12/2020 12:57,IP Address,75.177.104.109,100,177,TRUE,10/12/2020 12:57,R_6stcMgDby0afk89,,,,,36.50019836,-80.61630249,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,make them taste different to them,modify okinberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,39,Female,,White/European American,,"Master's (M.A., M.S.)",High school/GED,no,it was good,no idea,internalist_cultural
10/12/2020 13:07,10/12/2020 13:12,IP Address,74.131.64.193,100,276,TRUE,10/12/2020 13:12,R_1Q47i2Rj87zCEzy,,,,,38.30780029,-85.73590088,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would wave my magic wand and turn okinberries into something that Zarpies could eat.,modify okinberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,57,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,No,No,Right and wrong,internalist_biological
10/12/2020 13:19,10/12/2020 13:25,IP Address,68.96.201.216,100,382,TRUE,10/12/2020 13:25,R_1hGTZUm1kF77D2b,,,,,36.1289978,-115.2764969,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,make it fit to eat,modify okinberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,White/European American,,"Bachelor's (B.A., B.S.)","Bachelor's (B.A., B.S.)",,,,structural
10/12/2020 13:27,10/12/2020 13:30,IP Address,99.110.169.64,100,165,TRUE,10/12/2020 13:30,R_2zezCPApu6cx3kx,,,,,39.95080566,-82.93289948,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Tell them it's okay to eat okinberries,modify Zarpies beliefs/culture,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Male,,Black/African American,,Some college,High school/GED,,,,internalist_cultural
10/12/2020 13:27,10/12/2020 13:31,IP Address,173.187.5.173,100,275,TRUE,10/12/2020 13:31,R_2BqUJRx3lnVkqx9,,,,,35.11500549,-80.70610046,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Perhaps liquefy them to see if they wouldn't get sick then?,modify okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,45,Male,,White/European American,,Some college,Some college,Nothing was confusing.,I'm not sure...I found that question about the berries more difficult than anticipated though.  I was unsure if I had magic or God-like powers...or if my answer should be more based in reality.,Evaluating children's creativity?,internalist_biological
10/12/2020 13:36,10/12/2020 13:42,IP Address,73.248.230.98,100,311,TRUE,10/12/2020 13:42,R_2YsKmmlevVoin1C,,,,,40.55549622,-74.28549957,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,I would plant okinberries where the Zarpies live.,acquire okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,Some college,High school/GED,It wasn't confusing.,Nothing I can think of.,Determining what is considered okay or not okay.,structural
10/12/2020 13:49,10/12/2020 13:52,IP Address,173.91.109.51,100,180,TRUE,10/12/2020 13:52,R_3QQrdEMjA0JibML,,,,,41.42959595,-82.20469666,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Make them feel ok after they eat okinberries. ,ambiguous,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,White/European American,,Some college,High school/GED,,,,internalist_biological
10/12/2020 13:52,10/12/2020 13:58,IP Address,75.117.205.167,100,374,TRUE,10/12/2020 13:58,R_8B8HWZgIIV3P9sd,,,,,37.29829407,-83.19120026,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,Make them grow on their side of the planet.,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,White/European American,,High school/GED,High school/GED,,,,structural
10/12/2020 13:54,10/12/2020 13:59,IP Address,174.255.64.20,100,291,TRUE,10/12/2020 13:59,R_2TBqIWQF1OFqpb2,,,,,42.35620117,-71.06310272,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",For sure yes,Not okay,Pretty bad,,It will be lucky,modify Zarpies beliefs/culture,Somewhat difficult,"Zarpies,Vawns,Hibbles","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,White/European American,,Some college,High school/GED,No,No,Unsure,internalist_cultural
10/12/2020 13:39,10/12/2020 14:06,IP Address,50.25.69.85,100,1615,TRUE,10/12/2020 14:06,R_2VkYwzgHByPVst2,,,,,37.71890259,-82.19309998,anonymous,EN,I do consent to participate,Yes,Yes,Not okay,Okay,"

Vawns",For sure no,Not okay,A little bad,,Make a public service announcement that they are in a state of emergency and there is no choice but to eat okinberries until further notice.,modify Zarpies beliefs/culture,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,60,Female,,White/European American,,Some college,High school/GED,,,,internalist_cultural
10/12/2020 14:05,10/12/2020 14:09,IP Address,99.21.146.37,100,275,TRUE,10/12/2020 14:09,R_Wlcg4gaJGGPkUlH,,,,,38.58790588,-121.405304,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I would make them not allergic.,modify Zarpies biology,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,53,Female,,"White/European American,Black/African American",,Some college,Some college,There were no problems.,I can't think of anything. The characters were so cute though.,I'm not sure except to see if simple language is understandable somehow.,internalist_biological
10/12/2020 14:12,10/12/2020 14:14,IP Address,50.106.224.74,100,102,TRUE,10/12/2020 14:14,R_1Cpehmrud0SAovv,,,,,40.46929932,-88.94239807,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,tell them they're not bad luck,modify Zarpies beliefs/culture,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_cultural
10/12/2020 14:18,10/12/2020 14:27,IP Address,99.75.53.174,100,490,TRUE,10/12/2020 14:27,R_2rBl524SOSr0mLu,,,,,42.02209473,-88.17050171,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,Pretty good,Offer money for okinberry seeds.,acquire okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,Click to write Choice 7,,Some college,High school/GED,,,,structural
10/12/2020 14:24,10/12/2020 14:28,IP Address,24.73.29.116,100,224,TRUE,10/12/2020 14:28,R_2SkHxNATbP0wQUV,,,,,28.32989502,-82.28500366,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",For sure no,Not okay,"Very, very bad",,Maybe breed them with the other type of alien so that they can eat the okinberries.,modify Zarpies biology,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,Black/African American,,Some college,High school/GED,,,,internalist_biological
10/12/2020 14:28,10/12/2020 14:31,IP Address,73.173.103.253,100,156,TRUE,10/12/2020 14:31,R_12ydWu5qOROCEXy,,,,,39.21240234,-76.87760162,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Change the way that the Zarpies digestive system functions to enable them to eat okinberries.,modify Zarpies biology,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,White/European American,,"Bachelor's (B.A., B.S.)","Bachelor's (B.A., B.S.)",,,,internalist_biological
10/12/2020 14:27,10/12/2020 14:32,IP Address,64.145.93.154,100,325,TRUE,10/12/2020 14:32,R_vpL5NXISRC8VMel,,,,,37.75100708,-97.8219986,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,i would paint the okinberries to the colors of pokoberries. ,modify okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_cultural
10/12/2020 14:31,10/12/2020 14:33,IP Address,98.220.230.70,100,104,TRUE,10/12/2020 14:33,R_23V886zGLzzCmxT,,,,,42.04870605,-87.89050293,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,Transport the okinberries to their planet. ,acquire okinberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,25,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,structural
10/12/2020 14:34,10/12/2020 14:34,IP Address,69.117.190.55,100,4,TRUE,10/12/2020 14:34,R_PGyl5b7JL3Bphfz,,,,,40.92410278,-74.51399994,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020 14:33,10/12/2020 14:36,IP Address,50.83.232.150,100,201,TRUE,10/12/2020 14:36,R_2Bs2pH8rH9RqbNG,,,,,36.88059998,-88.35479736,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,convince the Zarpies that there is no such thing as bad luck,modify Zarpies beliefs/culture,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_cultural
10/12/2020 14:32,10/12/2020 14:43,IP Address,67.85.86.64,100,657,TRUE,10/12/2020 14:43,R_2AKDh3AbpItoJTY,,,,,40.85470581,-73.92179871,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I would process the Okinberries in a way that it won't make Zarpies ill.,modify okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,51,Male,,Latino/Latina,,Some college,Some college,Nothing was confusing.,,Perceptions of food choices.,internalist_biological
10/12/2020 14:43,10/12/2020 14:50,IP Address,170.10.187.43,100,393,TRUE,10/12/2020 14:50,R_Qm1XAB6zQ9CruW5,,,,,36.1835022,-94.17620087,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would alter the state of the okinberry so that it becomes safe for Zarples to eat.,modify okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,39,Male,,Black/African American,,High school/GED,High school/GED,There were no problems experienced with the study.,"No, not in particular.",I'm not completely sure for certain.,internalist_biological
10/12/2020 14:49,10/12/2020 14:51,IP Address,47.205.85.22,100,158,TRUE,10/12/2020 14:51,R_ZCDsPSBnHGMQAiB,,,,,28.30220032,-82.62640381,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,Tell everyone that eating any kind of berry does not cause a change in luck.,modify Zarpies beliefs/culture,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Male,,White/European American,,High school/GED,High school/GED,no,no,i am not sure,internalist_cultural
10/12/2020 14:47,10/12/2020 14:52,IP Address,107.185.127.75,100,259,TRUE,10/12/2020 14:52,R_2VpPCfEF4NoKZPe,,,,,33.96749878,-118.1464005,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,The zarpies need to move to travel to the area of the planet where okinberries grow,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,23,Male,,Latino/Latina,,Some college,High school/GED,,,,structural
10/12/2020 14:49,10/12/2020 14:56,IP Address,23.119.175.212,100,439,TRUE,10/12/2020 14:56,R_2yeeW0rOojwjavO,,,,,29.6730957,-95.58560181,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,A little bad,,I would tell them that eating okinberries does not bring bad luck.,modify Zarpies beliefs/culture,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,Latino/Latina,,High school/GED,High school/GED,,,,internalist_cultural
10/12/2020 15:02,10/12/2020 15:05,IP Address,100.14.142.186,100,140,TRUE,10/12/2020 15:05,R_1fcKnyaPTDMsRtM,,,,,39.15890503,-75.58779907,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,Plant the berries on that side of the planet.,acquire okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,White/European American,,Some college,Some college,,,,structural
10/12/2020 15:05,10/12/2020 15:07,IP Address,24.10.102.176,100,107,TRUE,10/12/2020 15:07,R_2dv7bxwqfil67S4,,,,,38.46890259,-121.3440018,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,cook them,modify okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,White/European American,,Some college,Some college,,,,internalist_biological
10/12/2020 15:04,10/12/2020 15:08,IP Address,68.101.151.45,100,256,TRUE,10/12/2020 15:08,R_2tbuSmBjLE2vnD9,,,,,32.97279358,-117.0379028,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,i would remove their superstition about the okinberries so they can eat them without worrying,modify Zarpies beliefs/culture,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Female,,White/European American,,High school/GED,Some college,no,i enjoyed as is,comprehension for kids,internalist_cultural
10/12/2020 15:03,10/12/2020 15:08,IP Address,67.183.235.220,100,300,TRUE,10/12/2020 15:08,R_3kzl8Zc6jHw345t,,,,,47.7940979,-122.3065948,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Change the okinberries so the Zarpies are able to eat them. ,modify okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,47,Female,,White/European American,,Some college,Some college,I didn't have any problems. ,I thought the survey was fine. I don't think it needs to be changed. ,How easy it was for you to learn about Zarpies and remember what they eat. ,internalist_biological
10/12/2020 15:14,10/12/2020 15:14,IP Address,23.252.189.45,100,14,TRUE,10/12/2020 15:14,R_3kzcEfdARq058CA,,,,,37.92269897,-83.26100159,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020 15:11,10/12/2020 15:20,IP Address,73.227.222.115,100,565,TRUE,10/12/2020 15:20,R_BMx6rW9Q9ZSeGOt,,,,,41.27760315,-72.81150055,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,make them no longer believe it is bad luck to eat them.,modify Zarpies beliefs/culture,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_cultural
10/12/2020 15:16,10/12/2020 15:21,IP Address,47.224.50.72,100,330,TRUE,10/12/2020 15:21,R_3GfbyoAQNlW72qt,,,,,45.44050598,-84.79239655,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,"Very, very good",I would give them a supply of okinberries to get them through to next harvest.,ambiguous,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,44,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,No issues.,It's fine as is.,It was about differences and choices.,structural
