StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,normativity_fc,normativity_notOkay,normativity_okay,intervention,intervention_diff,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
2020-10-12 11:18:23,2020-10-12 11:24:06,IP Address,71.84.150.235,100,342,True,2020-10-12 11:24:06,R_1hSbRLUbl4Id1AS,,,,,32.887603759765625,-97.21320343017578125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,i would make a vaccine against the ill effects zarpies experience from eating okinberries,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_biological
2020-10-12 11:14:27,2020-10-12 11:24:48,IP Address,162.210.195.172,100,621,True,2020-10-12 11:24:49,R_UG9zCrvvKGCg7bb,,,,,38.9033966064453125,-76.98819732666015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,"I would probably make research on what could make the okinberries tatse like pogoberry, so that the Zarpies would be able to eat it ",Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,45,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,Understanding individual cognitive process underlying language and social categorization,internalist_cultural
2020-10-12 11:23:51,2020-10-12 11:27:03,IP Address,174.215.144.235,100,192,True,2020-10-12 11:27:03,R_2BxsVwRfQMpvdRC,,,,,33.7223968505859375,-84.52050018310546875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Not okay,A little bad,,"They need to make friends with the vawns and ask if it's ok to eat okinberries. ",Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Female,,White/European American,,High school/GED,High school/GED,None,None,None,internalist_cultural
2020-10-12 11:24:05,2020-10-12 11:27:55,IP Address,173.23.142.169,100,229,True,2020-10-12 11:27:55,R_1H43vOieG4mHj8J,,,,,39.484893798828125,-88.1804962158203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,Pretty good,Make sure they aren't allergic to them.,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,52,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no problems,nothing I can think of,interpersonal relationships for children??,structural
2020-10-12 11:22:48,2020-10-12 11:29:27,IP Address,47.16.153.114,100,399,True,2020-10-12 11:29:27,R_6hPfXjCspmBGOWt,,,,,40.882293701171875,-74.21520233154296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,I would have the Zarpies travel to where the okinberries are to resupply their food stores.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,structural
2020-10-12 11:32:09,2020-10-12 11:33:44,IP Address,73.253.75.176,100,95,True,2020-10-12 11:33:45,R_yIo0Z6XI9INnWmt,,,,,42.456695556640625,-71.37470245361328125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I would make a medication that allows them to eat okinberries without any ill effects.,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Female,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_biological
2020-10-12 11:34:26,2020-10-12 11:37:38,IP Address,73.153.191.15,100,191,True,2020-10-12 11:37:38,R_sRMIV6bLCCPLq0h,,,,,39.712799072265625,-105.09529876708984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,ship the okinberries to their part of the planet,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,n/a,n/a,I don't know.,structural
2020-10-12 11:33:57,2020-10-12 11:37:42,IP Address,73.144.24.143,100,225,True,2020-10-12 11:37:42,R_1jjLxs5sfdEY5hb,,,,,42.4248046875,-83.195098876953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Create medicine that will cure the Zarpies if they get sick.,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,Black/African American,,High school/GED,High school/GED,,,,internalist_biological
2020-10-12 10:18:04,2020-10-12 11:37:45,IP Address,73.140.38.58,100,4780,True,2020-10-12 11:37:45,R_3QVlOs9tLqXGMud,,,,,47.6298065185546875,-117.398895263671875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Not okay,"

Vawns",For sure no,Okay,,A little good,I would eat the okinberries in front of the Zarpies to show them they are fine to eat.,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,"White/European American,Asian/Asian American",,Some college,Less than high school,,,How we perceive taboos amongst cultures?,internalist_cultural
2020-10-12 11:35:49,2020-10-12 11:39:43,IP Address,66.44.33.169,100,233,True,2020-10-12 11:39:43,R_3kdqfM19T739zaV,,,,,38.9391937255859375,-77.05840301513671875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would dye the okinberries blue,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,White/European American,,"Master's (M.A., M.S.)",Some college,,,,internalist_cultural
2020-10-12 11:49:26,2020-10-12 11:51:42,IP Address,128.92.70.35,100,136,True,2020-10-12 11:51:42,R_d5TJ0mSejdFirVn,,,,,34.8950042724609375,-81.92040252685546875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would change their biology such that they could eat them,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_biological
2020-10-12 11:49:59,2020-10-12 11:52:22,IP Address,198.176.247.51,100,142,True,2020-10-12 11:52:22,R_YS3kNbHl5ZNrqvL,,,,,39.039703369140625,-94.593597412109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",Maybe yes,Okay,,A little good,trade with Vawns,Somewhat difficult,"Zarpies,Vawns",Okinberries,Learning about Zarpies and answering questions about them,26,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,no,no,,structural
2020-10-12 12:00:38,2020-10-12 12:00:42,IP Address,205.178.67.43,100,3,True,2020-10-12 12:00:42,R_2c7bdbkM6wqXc8y,,,,,41.9031982421875,-87.63829803466796875,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 12:02:05,2020-10-12 12:05:51,IP Address,107.4.50.69,100,226,True,2020-10-12 12:05:52,R_9zsjQ3LRJx95btT,,,,,42.7686004638671875,-86.11699676513671875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,"They will need to travel in order to obtain them, so I'd give them a means of transportation.",Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,There were no issues.,I can't think of anything to improve it.,Trying to see if we think the creatures can eat different food than they are accustomed to.,structural
2020-10-12 12:01:50,2020-10-12 12:06:02,IP Address,72.181.188.194,100,252,True,2020-10-12 12:06:03,R_so5W3fFpOWs2TO9,,,,,32.9149932861328125,-96.67510223388671875,anonymous,EN,I do consent to participate,No,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I will make them understand that berry is berry,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,White/European American,,"Master's (M.A., M.S.)",Some college,None,Everything looks good,How we relate or view narrations,internalist_cultural
2020-10-12 12:08:03,2020-10-12 12:10:12,IP Address,169.231.120.167,100,129,True,2020-10-12 12:10:12,R_2TL7nTZaOjjcg53,,,,,34.421600341796875,-119.7068023681640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Economic trade,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_biological
2020-10-12 09:39:02,2020-10-12 12:14:19,IP Address,191.101.170.27,100,9316,True,2020-10-12 12:14:19,R_28FIviSk2MP4YyN,,,,,29.80999755859375,-95.56079864501953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,"Very, very good",Buy okinberries from varps,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",Some college,No.,No.,Comprehension,structural
2020-10-12 12:18:02,2020-10-12 12:20:05,IP Address,71.195.197.213,100,123,True,2020-10-12 12:20:05,R_24Iqnj1LMakT71S,,,,,41.086395263671875,-112.04509735107421875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,tell them berries aren't lucky or unlucky.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,21,Male,,White/European American,,High school/GED,Some college,,,,internalist_cultural
2020-10-12 12:22:48,2020-10-12 12:26:12,IP Address,216.254.241.72,100,204,True,2020-10-12 12:26:12,R_RJoRaSpsfasIOAh,,,,,43.5229034423828125,-96.78600311279296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,A little good,Make then grow where they live.,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Female,,White/European American,,High school/GED,Some college,No.,I wasn't sure if it was implied the berries could be bad for the opposite alien.,"How children answer questions of what's okay or possible or not. ",structural
2020-10-12 12:42:13,2020-10-12 12:45:05,IP Address,107.77.199.23,100,171,True,2020-10-12 12:45:05,R_1mIQ15WEFINi504,,,,,32.937896728515625,-96.83840179443359375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,some sort of medicine that would make it to where they can eat the okinberries,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_biological
2020-10-12 12:54:11,2020-10-12 12:57:08,IP Address,75.177.104.109,100,177,True,2020-10-12 12:57:08,R_6stcMgDby0afk89,,,,,36.5001983642578125,-80.616302490234375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,make them taste different to them,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,39,Female,,White/European American,,"Master's (M.A., M.S.)",High school/GED,no,it was good,no idea,internalist_cultural
2020-10-12 13:07:27,2020-10-12 13:12:03,IP Address,74.131.64.193,100,276,True,2020-10-12 13:12:03,R_1Q47i2Rj87zCEzy,,,,,38.30780029296875,-85.73590087890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would wave my magic wand and turn okinberries into something that Zarpies could eat.,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,57,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,No,No,Right and wrong,internalist_biological
2020-10-12 13:19:04,2020-10-12 13:25:27,IP Address,68.96.201.216,100,382,True,2020-10-12 13:25:27,R_1hGTZUm1kF77D2b,,,,,36.128997802734375,-115.27649688720703125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,make it fit to eat,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,White/European American,,"Bachelor's (B.A., B.S.)","Bachelor's (B.A., B.S.)",,,,structural
2020-10-12 13:27:33,2020-10-12 13:30:19,IP Address,99.110.169.64,100,165,True,2020-10-12 13:30:19,R_2zezCPApu6cx3kx,,,,,39.9508056640625,-82.93289947509765625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Tell them it's okay to eat okinberries,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Male,,Black/African American,,Some college,High school/GED,,,,internalist_cultural
2020-10-12 13:27:14,2020-10-12 13:31:50,IP Address,173.187.5.173,100,275,True,2020-10-12 13:31:50,R_2BqUJRx3lnVkqx9,,,,,35.1150054931640625,-80.7061004638671875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,Perhaps liquefy them to see if they wouldn't get sick then?,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,45,Male,,White/European American,,Some college,Some college,Nothing was confusing.,I'm not sure...I found that question about the berries more difficult than anticipated though.  I was unsure if I had magic or God-like powers...or if my answer should be more based in reality.,Evaluating children's creativity?,internalist_biological
2020-10-12 13:36:52,2020-10-12 13:42:03,IP Address,73.248.230.98,100,311,True,2020-10-12 13:42:03,R_2YsKmmlevVoin1C,,,,,40.5554962158203125,-74.28549957275390625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,I would plant okinberries where the Zarpies live.,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,Some college,High school/GED,It wasn't confusing.,Nothing I can think of.,Determining what is considered okay or not okay.,structural
2020-10-12 13:49:20,2020-10-12 13:52:21,IP Address,173.91.109.51,100,180,True,2020-10-12 13:52:21,R_3QQrdEMjA0JibML,,,,,41.429595947265625,-82.2046966552734375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,"Make them feel ok after they eat okinberries. ",Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,White/European American,,Some college,High school/GED,,,,internalist_biological
2020-10-12 13:52:12,2020-10-12 13:58:27,IP Address,75.117.205.167,100,374,True,2020-10-12 13:58:27,R_8B8HWZgIIV3P9sd,,,,,37.2982940673828125,-83.19120025634765625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,Make them grow on their side of the planet.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,White/European American,,High school/GED,High school/GED,,,,structural
2020-10-12 13:54:28,2020-10-12 13:59:20,IP Address,174.255.64.20,100,291,True,2020-10-12 13:59:20,R_2TBqIWQF1OFqpb2,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",For sure yes,Not okay,Pretty bad,,It will be lucky,Somewhat difficult,"Zarpies,Vawns,Hibbles","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,White/European American,,Some college,High school/GED,No,No,Unsure,internalist_cultural
2020-10-12 13:39:34,2020-10-12 14:06:29,IP Address,50.25.69.85,100,1615,True,2020-10-12 14:06:30,R_2VkYwzgHByPVst2,,,,,37.718902587890625,-82.1930999755859375,anonymous,EN,I do consent to participate,Yes,Yes,Not okay,Okay,"

Vawns",For sure no,Not okay,A little bad,,Make a public service announcement that they are in a state of emergency and there is no choice but to eat okinberries until further notice.,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,60,Female,,White/European American,,Some college,High school/GED,,,,internalist_cultural
2020-10-12 14:05:22,2020-10-12 14:09:58,IP Address,99.21.146.37,100,275,True,2020-10-12 14:09:58,R_Wlcg4gaJGGPkUlH,,,,,38.5879058837890625,-121.405303955078125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I would make them not allergic.,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,53,Female,,"White/European American,Black/African American",,Some college,Some college,There were no problems.,I can't think of anything. The characters were so cute though.,I'm not sure except to see if simple language is understandable somehow.,internalist_biological
2020-10-12 14:12:38,2020-10-12 14:14:21,IP Address,50.106.224.74,100,102,True,2020-10-12 14:14:21,R_1Cpehmrud0SAovv,,,,,40.46929931640625,-88.9423980712890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,tell them they're not bad luck,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_cultural
2020-10-12 14:18:49,2020-10-12 14:27:00,IP Address,99.75.53.174,100,490,True,2020-10-12 14:27:00,R_2rBl524SOSr0mLu,,,,,42.0220947265625,-88.170501708984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,Pretty good,Offer money for okinberry seeds.,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,Click to write Choice 7,,Some college,High school/GED,,,,structural
2020-10-12 14:24:20,2020-10-12 14:28:04,IP Address,24.73.29.116,100,224,True,2020-10-12 14:28:05,R_2SkHxNATbP0wQUV,,,,,28.32989501953125,-82.285003662109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",For sure no,Not okay,"Very, very bad",,Maybe breed them with the other type of alien so that they can eat the okinberries.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,Black/African American,,Some college,High school/GED,,,,internalist_biological
2020-10-12 14:28:55,2020-10-12 14:31:32,IP Address,73.173.103.253,100,156,True,2020-10-12 14:31:32,R_12ydWu5qOROCEXy,,,,,39.21240234375,-76.87760162353515625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,Change the way that the Zarpies digestive system functions to enable them to eat okinberries.,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,White/European American,,"Bachelor's (B.A., B.S.)","Bachelor's (B.A., B.S.)",,,,internalist_biological
2020-10-12 14:27:08,2020-10-12 14:32:33,IP Address,64.145.93.154,100,325,True,2020-10-12 14:32:34,R_vpL5NXISRC8VMel,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,"i would paint the okinberries to the colors of pokoberries. ",Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_cultural
2020-10-12 14:31:44,2020-10-12 14:33:28,IP Address,98.220.230.70,100,104,True,2020-10-12 14:33:29,R_23V886zGLzzCmxT,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,"Transport the okinberries to their planet. ",Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,25,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,structural
2020-10-12 14:34:37,2020-10-12 14:34:41,IP Address,69.117.190.55,100,4,True,2020-10-12 14:34:41,R_PGyl5b7JL3Bphfz,,,,,40.924102783203125,-74.51399993896484375,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 14:33:02,2020-10-12 14:36:24,IP Address,50.83.232.150,100,201,True,2020-10-12 14:36:24,R_2Bs2pH8rH9RqbNG,,,,,36.8805999755859375,-88.35479736328125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,A little good,convince the Zarpies that there is no such thing as bad luck,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,White/European American,,"Bachelor's (B.A., B.S.)",High school/GED,,,,internalist_cultural
2020-10-12 14:32:25,2020-10-12 14:43:22,IP Address,67.85.86.64,100,657,True,2020-10-12 14:43:22,R_2AKDh3AbpItoJTY,,,,,40.854705810546875,-73.9217987060546875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,I would process the Okinberries in a way that it won't make Zarpies ill.,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,51,Male,,Latino/Latina,,Some college,Some college,Nothing was confusing.,,Perceptions of food choices.,internalist_biological
2020-10-12 14:43:57,2020-10-12 14:50:30,IP Address,170.10.187.43,100,393,True,2020-10-12 14:50:30,R_Qm1XAB6zQ9CruW5,,,,,36.183502197265625,-94.17620086669921875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,Pretty bad,,I would alter the state of the okinberry so that it becomes safe for Zarples to eat.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,39,Male,,Black/African American,,High school/GED,High school/GED,There were no problems experienced with the study.,"No, not in particular.",I'm not completely sure for certain.,internalist_biological
2020-10-12 14:49:10,2020-10-12 14:51:49,IP Address,47.205.85.22,100,158,True,2020-10-12 14:51:49,R_ZCDsPSBnHGMQAiB,,,,,28.3022003173828125,-82.62640380859375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Okay,,A little good,Tell everyone that eating any kind of berry does not cause a change in luck.,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Male,,White/European American,,High school/GED,High school/GED,no,no,i am not sure,internalist_cultural
2020-10-12 14:47:57,2020-10-12 14:52:16,IP Address,107.185.127.75,100,259,True,2020-10-12 14:52:17,R_2VpPCfEF4NoKZPe,,,,,33.967498779296875,-118.14640045166015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,The zarpies need to move to travel to the area of the planet where okinberries grow,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,23,Male,,Latino/Latina,,Some college,High school/GED,,,,structural
2020-10-12 14:49:31,2020-10-12 14:56:50,IP Address,23.119.175.212,100,439,True,2020-10-12 14:56:50,R_2yeeW0rOojwjavO,,,,,29.673095703125,-95.585601806640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,A little bad,,I would tell them that eating okinberries does not bring bad luck.,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,Latino/Latina,,High school/GED,High school/GED,,,,internalist_cultural
2020-10-12 15:02:54,2020-10-12 15:05:14,IP Address,100.14.142.186,100,140,True,2020-10-12 15:05:14,R_1fcKnyaPTDMsRtM,,,,,39.158905029296875,-75.587799072265625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,Plant the berries on that side of the planet.,Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,White/European American,,Some college,Some college,,,,structural
2020-10-12 15:05:15,2020-10-12 15:07:03,IP Address,24.10.102.176,100,107,True,2020-10-12 15:07:03,R_2dv7bxwqfil67S4,,,,,38.468902587890625,-121.34400177001953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,cook them,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Female,,White/European American,,Some college,Some college,,,,internalist_biological
2020-10-12 15:04:10,2020-10-12 15:08:27,IP Address,68.101.151.45,100,256,True,2020-10-12 15:08:27,R_2tbuSmBjLE2vnD9,,,,,32.9727935791015625,-117.03790283203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,i would remove their superstition about the okinberries so they can eat them without worrying,Somewhat easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Female,,White/European American,,High school/GED,Some college,no,i enjoyed as is,comprehension for kids,internalist_cultural
2020-10-12 15:03:54,2020-10-12 15:08:55,IP Address,67.183.235.220,100,300,True,2020-10-12 15:08:56,R_3kzl8Zc6jHw345t,,,,,47.794097900390625,-122.3065948486328125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",For sure no,Not okay,"Very, very bad",,"Change the okinberries so the Zarpies are able to eat them. ",Somewhat difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,47,Female,,White/European American,,Some college,Some college,"I didn't have any problems. ","I thought the survey was fine. I don't think it needs to be changed. ","How easy it was for you to learn about Zarpies and remember what they eat. ",internalist_biological
2020-10-12 15:14:18,2020-10-12 15:14:33,IP Address,23.252.189.45,100,14,True,2020-10-12 15:14:33,R_3kzcEfdARq058CA,,,,,37.922698974609375,-83.2610015869140625,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12 15:11:11,2020-10-12 15:20:37,IP Address,73.227.222.115,100,565,True,2020-10-12 15:20:37,R_BMx6rW9Q9ZSeGOt,,,,,41.2776031494140625,-72.81150054931640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe yes,Okay,,Pretty good,make them no longer believe it is bad luck to eat them.,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,,,,internalist_cultural
2020-10-12 15:16:24,2020-10-12 15:21:54,IP Address,47.224.50.72,100,330,True,2020-10-12 15:21:55,R_3GfbyoAQNlW72qt,,,,,45.4405059814453125,-84.79239654541015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,"Very, very good",I would give them a supply of okinberries to get them through to next harvest.,Very difficult,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,44,Male,,White/European American,,"Bachelor's (B.A., B.S.)",Some college,No issues.,It's fine as is.,It was about differences and choices.,structural
2020-10-12 15:25:53,2020-10-12 15:28:21,IP Address,98.165.232.147,100,147,True,2020-10-12 15:28:21,R_3sic9uaca6XveRR,,,,,33.3123931884765625,-111.91950225830078125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Maybe no,Okay,,Pretty good,I would provide seeds so the Zarpies can farm okinberries.,Very easy,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,25,Female,,White/European American,,Some college,Some college,,,,structural
