StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,possibility_change_y,possibility_change_n,normativity_fc,normativity_notOkay,normativity_okay,switched_context_fc,switched_context_1,switched_context_2,intervention,intervention_coded_Aarthi,intervention_coded_Marianna,intervention_coded,intervention_diff,check_normativity,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
11/13/2020 19:39,11/13/2020 19:45,IP Address,137.119.17.238,100,391,TRUE,11/13/2020 19:45,R_2VkZmGgJGUqFDlB,,,,,41.99139404,-75.26470184,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,Plant some extra so there is enough for everybody.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,42,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,I didn’t have any problems but at first I couldn’t remember the berry kinds,No. It was a fun task.,Choices,internalist_biological
11/13/2020 19:38,11/13/2020 19:45,IP Address,76.210.30.168,100,457,TRUE,11/13/2020 19:45,R_31XjCrwJZGyxitE,,,,,33.16690063,-87.50640106,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,I would ask the other monsters if we could make a deal in exchange for some okinberries and possibly make a deal to trade and share our food each year.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,49,Female,,Black or African American,,Some college,Working class,no,no,I don't know specifically.,structural
11/13/2020 19:40,11/13/2020 19:45,IP Address,50.111.60.171,100,313,TRUE,11/13/2020 19:46,R_2YEfvwsqURDqoFa,,,,,35.10099792,-83.07900238,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",For sure okinberries,,I would make koi berries ok for Zarpies to eat.,modify okinberries,modify okinberries,modify okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,47,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
11/13/2020 19:40,11/13/2020 19:46,IP Address,72.77.81.140,100,310,TRUE,11/13/2020 19:46,R_XhvW7WXnPOmSYAp,,,,,40.5019989,-79.91429901,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would explain to the Zarpies that eating okinberries is NOT bad luck.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,The names were difficult to remember because they were made up and new to learn.,"I would maybe change the berries to different kinds of fruit. Keeping the berry types straight for me was hard as an adult, it will even be more confusing for a child.",To study one's perceptions of what is right and wrong and if the reasons behind that are actual morally justified or superstitious.,internalist_cultural
11/13/2020 19:42,11/13/2020 19:46,IP Address,172.58.21.155,100,225,TRUE,11/13/2020 19:46,R_1gIrSKGCtOfGX06,,,,,34.00680542,-118.2559967,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,Move the Zarpies to a region where okinberrie grow.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Male,,South or Southeast Asian,,"Bachelor's (B.A., B.S.)",Working class,,,,structural
11/13/2020 19:46,11/13/2020 19:46,IP Address,97.124.62.255,100,14,TRUE,11/13/2020 19:46,R_3s1uQjPReAOJS9i,,,,,33.4743042,-112.1940002,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2020 19:40,11/13/2020 19:46,IP Address,107.2.7.225,100,340,TRUE,11/13/2020 19:46,R_3JnkBrmOLsNaslZ,,,,,32.33830261,-111.0455017,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,he should go to the other side of the planet to eat okinberries.,acquire okinberries,acquire okinberries,acquire okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Female,,South or Southeast Asian,,High school/GED,Poor,,,,structural
11/13/2020 19:40,11/13/2020 19:46,IP Address,71.239.223.27,100,377,TRUE,11/13/2020 19:46,R_29UFiAdtVBCTodz,,,,,41.47819519,-87.6832962,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,"Let them try it, they just might like it.",modify Zarpies beliefs/culture,other,modify Zarpies beliefs/culture,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Female,,Black or African American,,Some college,Working class,I was just a little confused between the two foods that both sides of the planet's eat.,Make the food a little easier to remember.,Giving advice about a new children's story.,internalist_biological
11/13/2020 19:43,11/13/2020 19:46,IP Address,162.231.57.35,100,187,TRUE,11/13/2020 19:46,R_2S8p36mSvm5TLbo,,,,,32.74049377,-117.0934982,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would probably buy them a bottle of probiotics or digestive enzymes so they can eat the okinberries.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,None thanks,None thanks,Our views on right and wrong.,internalist_biological
11/13/2020 19:38,11/13/2020 19:47,IP Address,50.25.101.87,100,494,TRUE,11/13/2020 19:47,R_2Qn9WU2RN5M9Yui,,,,,35.206604,-77.65820313,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would clean and prepare them different ways to see if that would make it better for them,modify okinberries,modify okinberries,modify okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Male,,Black or African American,,Some college,Middle class,n/a,n/a,,internalist_biological
11/13/2020 19:36,11/13/2020 19:47,IP Address,47.218.92.80,100,653,TRUE,11/13/2020 19:47,R_9viSxywiar0yEnL,,,,,30.54780579,-96.27149963,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,Some medication that would help them tolerate okinberries,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Female,,Hispanic or Latino/a,,"Bachelor's (B.A., B.S.)",Poor,,,I'm not sure,internalist_biological
11/13/2020 19:43,11/13/2020 19:47,IP Address,45.51.240.246,100,214,TRUE,11/13/2020 19:47,R_12mtj6VvkohYxqX,,,,,34.60380554,-118.2294998,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,make a medicine to help his stomach,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,57,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,no,not sure,internalist_biological
11/13/2020 19:41,11/13/2020 19:47,IP Address,65.189.197.196,100,365,TRUE,11/13/2020 19:47,R_2BmTkZRaeB6bdYf,,,,,40.18339539,-83.09120178,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",Yes,For sure yes,,Okay,,A little good,"
Okinberries",Maybe okinberries,,Create a new recipe so okinberries taste like pogoberries,modify okinberries,modify okinberries,modify okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,I got confused about which one lived on which side of the planet and which ones preferred which berries.,"If the intent is to be clear on which one eats which food, it may be a good idea to add a question to clarify understanding and point out the correct answer before proceeding.",I believe the study is about social classes.,internalist_cultural
11/13/2020 19:44,11/13/2020 19:47,IP Address,174.60.36.200,100,170,TRUE,11/13/2020 19:47,R_bHltNkQe9gEiDaV,,,,,40.38859558,-75.9285965,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,Give him a medicine to prevent a problem.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat easy,Should not,"Zarpies,Hibbles","Pogoberries,Okinberries,Junpaberries,Hilaberries",Learning about Zarpies and answering questions about them,46,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,no,thinking about characteristics of groups,internalist_biological
11/13/2020 19:39,11/13/2020 19:47,IP Address,108.12.250.204,100,457,TRUE,11/13/2020 19:47,R_3jfx58aKHlOekLg,,,,,41.82330322,-71.44100189,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,Chamge the color so they resemble the other,modify okinberries,modify okinberries,modify okinberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Female,,"White, Caucasian, or European American",,High school/GED,Working class,,Maybe a little to advance for young children to do with out assistance-,,internalist_cultural
11/13/2020 19:43,11/13/2020 19:47,IP Address,73.51.124.195,100,265,TRUE,11/13/2020 19:47,R_rqYbPK4qh66GcE1,,,,,41.56809998,-87.17489624,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,Reassure them that it is not bad luck to eat them.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Vawns,Hibbles","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,50,Male,,"White, Caucasian, or European American",,Some college,Middle class,,,,internalist_cultural
11/13/2020 19:41,11/13/2020 19:47,IP Address,73.40.197.2,100,351,TRUE,11/13/2020 19:47,R_3kLG7XrCoQ8NQbs,,,,,40.4322052,-80.10209656,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Find a medicine that would allow them to eat okinberries,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Female,,"White, Caucasian, or European American",,Some college,Working class,No,No,Not sure,internalist_biological
11/13/2020 19:38,11/13/2020 19:47,IP Address,207.119.224.7,100,568,TRUE,11/13/2020 19:47,R_3DwGinA87dpqBPL,,,,,38.80400085,-90.85340118,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would give them a magical time and special powers so its safe for them to eat okinberries for a little while,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,55,Female,,"White, Caucasian, or European American",,High school/GED,Working class,no,,to get ideas for a children's book,internalist_biological
11/13/2020 19:39,11/13/2020 19:47,IP Address,71.229.246.172,100,497,TRUE,11/13/2020 19:47,R_1IRe0QztIoD2kT8,,,,,39.75010681,-104.995697,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"

Pogoberries",,Maybe pogoberries,Cook them in such a way that they resemble the way that pogoberries as much as possible so as not to upset their digestion.,modify okinberries,modify okinberries,modify okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,"No, it seemed quite straight forward.","Depending on their age, I'm not sure if kids can really grasp what a failed harvest can mean, so maybe try out a different scenario that would require substituting the regular berries.",Whether people would consider it to be OK to be outside of what is considered 'typical' for a given fictional group of beings.,structural
11/13/2020 19:39,11/13/2020 19:48,IP Address,172.58.38.223,100,526,TRUE,11/13/2020 19:48,R_2CZBpuwX2q8LqsC,,,,,38.58790588,-121.405304,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Color and shape the okinberries so they look like pogaberries.,modify okinberries,modify okinberries,modify okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Female,,South or Southeast Asian,,"Bachelor's (B.A., B.S.)",Working class,No,,How people process information,internalist_cultural
11/13/2020 19:41,11/13/2020 19:48,IP Address,68.111.136.73,100,416,TRUE,11/13/2020 19:48,R_3suJemGwT4vfCjQ,,,,,33.13659668,-117.0610962,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,"Try to teach them that bad luck does not really happen to beings that eat okinberries, perhaps by citing the example of the zarpie that ate okinberries",modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,No problems,No suggestions,Perhaps it was investigating how people interpret social mores regarding bad luck and superstitions,internalist_cultural
11/13/2020 19:38,11/13/2020 19:49,IP Address,73.150.129.224,100,666,TRUE,11/13/2020 19:49,R_DMsuTYM82M9uGaZ,,,,,39.61560059,-75.04090118,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Give examples of good luck that occurred while eating okinberries.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,55,Male,,"White, Caucasian, or European American",,"Doctoral (Ph.D., J.D., M.D.)",Middle class,"We knew okinberries were supposed to bring bad luck to the Zarpies, but the questions about whether they could or couldn't eat them could have used more context.","Here again, the part about whether Zarpies could eat okinberries could have benefitted from context - (i.e., is bad luck dispositive as to whether they ""can"" eat them, etc.).","Maybe the whole point was about discernment in reading comprehension and, therefore, you were vague about whether the Zarpies ""could"" eat the okinberries.",internalist_cultural
11/13/2020 19:45,11/13/2020 19:49,IP Address,67.162.161.167,100,238,TRUE,11/13/2020 19:49,R_3niPeo8cCzEeHa8,,,,,28.80099487,-81.73400116,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I'm not sure,don't know,don't know,don't know,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,Black or African American,,Some college,Working class,,,,internalist_biological
11/13/2020 19:40,11/13/2020 19:49,IP Address,107.77.222.203,100,555,TRUE,11/13/2020 19:49,R_brV4tOgjEkK69LX,,,,,29.79530334,-95.49680328,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"
Okinberries",For sure okinberries,,I would create a medicine to make it heal,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American,Native American, American Indian, or Alaska Native",,"Bachelor's (B.A., B.S.)",Affluent,No,No,Children’s lessons,structural
11/13/2020 19:39,11/13/2020 19:49,IP Address,72.200.125.45,100,595,TRUE,11/13/2020 19:49,R_XL0nnPp6IvBH4yd,,,,,32.2460022,-110.9177017,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,convince them that okinberries are just as good,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,"Prefer to self-describe, please specify:",agender,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Poor,it was confusing if the varkies inability to eat okinberries was a choice or a dietary necessity,it was definitely interesting,choice and limitations,internalist_cultural
11/13/2020 19:37,11/13/2020 19:49,IP Address,173.92.244.155,100,759,TRUE,11/13/2020 19:49,R_1PXaNJTFbkOi5yY,,,,,35.2071991,-80.95680237,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,eat them slow and build up over the days,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,Some college,Middle class,none. good logic for learning,allow going back a page,logic and interpretation,internalist_biological
11/13/2020 19:45,11/13/2020 19:50,IP Address,69.114.117.204,100,269,TRUE,11/13/2020 19:50,R_1f6CAuR5oHpwAES,,,,,40.61790466,-73.98560333,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",For sure okinberries,,I would make okinberries grow where Zarpies stay.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Working class,,,,structural
11/13/2020 19:46,11/13/2020 19:50,IP Address,99.135.45.101,100,225,TRUE,11/13/2020 19:50,R_23f7Gn6imSIFc1C,,,,,25.69580078,-80.36260223,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Zarpies",Yes,Maybe yes,,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,I would give the Zarpies okinberries.,acquire okinberries,acquire okinberries,acquire okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,Female,,"White, Caucasian, or European American,Hispanic or Latino/a",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
11/13/2020 19:43,11/13/2020 19:50,IP Address,24.140.51.248,100,410,TRUE,11/13/2020 19:50,R_vHSuxluGf3vRl1T,,,,,40.81159973,-81.49729919,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,Let them move on the other side of the planet.,acquire okinberries,acquire okinberries,acquire okinberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,69,Female,,"White, Caucasian, or European American",,Less than high school,Poor,no,no,If the material is good for kids.,structural
11/13/2020 19:47,11/13/2020 19:50,IP Address,73.67.133.254,100,185,TRUE,11/13/2020 19:50,R_2YKaJluT2jMjH2E,,,,,45.5032959,-122.7743988,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,Convince them that okinberries won't give them bad luck.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,,,,internalist_cultural
11/13/2020 19:47,11/13/2020 19:50,IP Address,24.192.185.69,100,193,TRUE,11/13/2020 19:50,R_TdxRK8y2mKJKclb,,,,,42.51379395,-82.93959808,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Make it so that the Zarpies can eat okinberries with no consequence,modify Zarpies biology,ambiguous,ambiguous,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,,,,internalist_biological
11/13/2020 19:41,11/13/2020 19:51,IP Address,72.226.31.11,100,589,TRUE,11/13/2020 19:51,R_1cTaBJtDZQPUtle,,,,,40.74650574,-73.90899658,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,"Create a trade agreement with the Vawns to supply okinberries for the season,",acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,I felt like i didn't have enough information to make clear choices. Are there dietary reasons they couldn't eat the berries other than location?,,How people interpret information?,structural
11/13/2020 19:44,11/13/2020 19:52,IP Address,107.77.219.199,100,447,TRUE,11/13/2020 19:52,R_3PHOOUENkyOezXm,,,,,30.24229431,-97.76719666,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",Maybe okinberries,,Clear their minds of their preconceived notions that they should not eat okinberries.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,53,Female,,"White, Caucasian, or European American",,Some college,Working class,,,,internalist_cultural
11/13/2020 19:44,11/13/2020 19:52,IP Address,24.163.19.57,100,440,TRUE,11/13/2020 19:52,R_1N91SojVwZs30Wv,,,,,36.03300476,-80.39160156,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,I would slowly introduce it into their diet and let them get used to it over time until we know it is edible for them and they can get accustomed to eating okinberries.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,No,How we interpret things not okay for the alien species.,internalist_cultural
11/13/2020 19:37,11/13/2020 19:52,IP Address,209.169.109.185,100,905,TRUE,11/13/2020 19:52,R_3EgRK3yKOxnDBsG,,,,,30.35870361,-95.68569946,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,make them edible to them,modify okinberries,modify okinberries,modify okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American,Hispanic or Latino/a",,"Bachelor's (B.A., B.S.)",Middle class,No,No,Unsure,internalist_biological
11/13/2020 19:52,11/13/2020 19:52,IP Address,73.167.138.231,100,8,TRUE,11/13/2020 19:52,R_2VrIIhSOYJlIv48,,,,,43.61709595,-72.96360016,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2020 19:49,11/13/2020 19:52,IP Address,24.94.14.239,100,219,TRUE,11/13/2020 19:52,R_1QsbRV7QQwyS3EQ,,,,,32.67990112,-117.1708984,anonymous,EN,I do consent to participate,No,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,I would make okinberries be not unlucky to zarpies.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,"Hispanic or Latino/a,Middle Eastern or North African,South or Southeast Asian",,Some college,Working class,nope,nope,Associations between groups and what they can and cant do.,internalist_cultural
11/13/2020 19:51,11/13/2020 19:53,IP Address,173.168.137.55,100,163,TRUE,11/13/2020 19:53,R_1kG2zhwTnHlNz6j,,,,,28.04060364,-82.39510345,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,I would grow them in another place.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,18,Female,,"White, Caucasian, or European American",,High school/GED,Poor,,,,structural
11/13/2020 19:39,11/13/2020 19:54,IP Address,100.35.220.248,100,884,TRUE,11/13/2020 19:54,R_vizEfJFpXy9enAZ,,,,,40.70530701,-74.08660126,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,Have a sort of thanksgiving festival where Zarpies and Vawns meet peacefully and Vawns introduce them to okinberries which they all begin eating and enjoying,ambiguous,acquire okinberries,ambiguous,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
11/13/2020 19:41,11/13/2020 19:55,IP Address,67.189.50.183,100,843,TRUE,11/13/2020 19:55,R_3iqgc8HIrcFkKms,,,,,45.48049927,-122.6362991,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,Steal okinberries from the other side of the planet.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
11/13/2020 19:47,11/13/2020 19:55,IP Address,136.55.168.92,100,490,TRUE,11/13/2020 19:55,R_10x5yWvWWVCVW4B,,,,,33.80189514,-84.38610077,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,explain to them that eating them is not bad luck,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,"White, Caucasian, or European American",,Some college,Working class,,,,internalist_cultural
